sample	BLCA	CESC	ESCA	HNSC	LUSC	window_size	coverage
F148377	0.0059167147	0.017431926	0.0061013447	0.9668734	0.0036766387	250	0.5
32395_T_F112331-F94490	0.0041103866	0.0021570707	0.005505135	0.9508824	0.03734497	300	0.5
32655_T_F111504	0.0074409535	0.013011294	0.034735516	0.9081235	0.036688764	300	0.5
33373_T_F94422	0.0962989	0.3716788	0.02829355	0.4928033	0.01092547	300	0.5
36067_T_F94494	0.014058655	0.17968053	0.020523626	0.7846902	0.0010469272	300	0.5
40168_T_F94519	0.06274645	0.027717682	0.036370926	0.6192915	0.25387338	300	0.5
41813_T_F94516	0.004898279	0.002167225	0.0032813654	0.9634063	0.026246812	300	0.5
F138888	0.00059194525	0.0068433858	0.5978356	0.37075928	0.02396977	300	0.5
F148364	0.00037219658	3.0054525e-06	0.0002469407	0.19190472	0.8074731	300	0.5
F148365	0.0009794412	0.00018299025	0.022969259	0.57370013	0.4021681	300	0.5
F148367	0.006989604	0.00048602815	0.0042926124	0.483393	0.50483876	300	0.5
F148369	0.008569532	0.07387245	0.0038619542	0.91309506	0.00060100184	300	0.5
F148370	0.00777609	0.0072769704	0.0074714525	0.9555441	0.021931335	300	0.5
F148374	0.0028953752	0.0013551404	0.05057405	0.68358266	0.26159275	300	0.5
F148375	2.9076322e-05	2.4692713e-07	0.0005058737	0.048873216	0.9505915	300	0.5
F148376	0.19304647	0.09450877	0.024911465	0.49638343	0.19114995	300	0.5
F148377	0.006920612	0.019507382	0.006498616	0.96294945	0.0041239173	300	0.5
32395_T_F112331-F94490	0.10124227	0.07246215	0.00466358	0.80209893	0.019533142	0	0.7
32655_T_F111504	0.047360767	0.08167949	0.056776498	0.7635053	0.05067799	0	0.7
33373_T_F94422	0.08576112	0.08318091	0.00043243243	0.82782793	0.0027976255	0	0.7
36067_T_F94494	0.0031407552	0.049493488	0.0066138445	0.94041455	0.0003373157	0	0.7
40168_T_F94519	0.0037875397	0.0053198445	0.04915526	0.88059336	0.061144065	0	0.7
41813_T_F94516	7.907893e-05	4.7017165e-05	0.00026559315	0.99755055	0.0020578366	0	0.7
F138888	0.0014743189	0.01099547	0.39528564	0.5556381	0.03660652	0	0.7
F148364	0.0018332768	6.941548e-05	0.0009856863	0.64068615	0.35642543	0	0.7
F148365	0.0042827586	0.0014849341	0.021025546	0.75682217	0.21638457	0	0.7
F148367	0.00034716548	2.4455618e-05	0.0068905847	0.45760253	0.5351352	0	0.7
F148369	0.012517828	0.107461385	0.0040528243	0.8751546	0.0008134153	0	0.7
F148370	0.0018814042	0.0022119978	0.0019003546	0.98888177	0.0051245326	0	0.7
F148374	0.0059422185	0.0020525998	0.012501925	0.8356325	0.14387076	0	0.7
F148375	1.231344e-05	1.1186084e-07	0.0005417364	0.05853013	0.9409156	0	0.7
F148376	0.030820603	0.016508333	0.015471065	0.83318603	0.104013935	0	0.7
F148377	0.0024941831	0.010488777	0.00046022082	0.9862363	0.00032054223	0	0.7
32395_T_F112331-F94490	0.015537566	0.005197377	0.0035475849	0.9315132	0.044204284	50	0.7
32655_T_F111504	0.014560948	0.03904084	0.04966244	0.8745218	0.022214	50	0.7
33373_T_F94422	0.050439697	0.1901333	0.00091631996	0.7577555	0.00075510296	50	0.7
36067_T_F94494	0.0017565845	0.058162436	0.021350035	0.91844016	0.000290727	50	0.7
40168_T_F94519	0.0050790748	0.0004771074	0.015930781	0.20847428	0.7700387	50	0.7
41813_T_F94516	3.2454795e-05	2.0237032e-05	0.0013181171	0.9916951	0.0069340863	50	0.7
F138888	0.0011048135	0.005473343	0.4428705	0.48845732	0.062093943	50	0.7
F148364	0.0009420412	1.0515313e-05	0.0003825295	0.22590935	0.77275556	50	0.7
F148365	0.0013642494	0.0007764472	0.037710298	0.81692487	0.14322412	50	0.7
F148367	0.00033961097	2.8633015e-06	0.00034620322	0.069226116	0.93008524	50	0.7
F148369	0.006517136	0.13370231	0.0028500692	0.85676515	0.00016540775	50	0.7
F148370	0.0018828501	0.0041448646	0.0048247594	0.98473674	0.004410776	50	0.7
F148374	0.02170115	0.008296391	0.08820388	0.33439252	0.547406	50	0.7
F148375	1.757502e-06	1.2546962e-08	0.00043649567	0.043446403	0.95611537	50	0.7
F148376	0.10165817	0.073088385	0.05112269	0.60137594	0.1727548	50	0.7
F148377	0.0011376287	0.006737046	0.00079055235	0.991071	0.0002637925	50	0.7
32395_T_F112331-F94490	0.0031293016	0.001361579	0.004591836	0.95283663	0.03808071	100	0.7
32655_T_F111504	0.01531998	0.026511246	0.02191912	0.9147132	0.02153643	100	0.7
33373_T_F94422	0.05997604	0.14907117	0.0009683716	0.78855985	0.001424567	100	0.7
36067_T_F94494	0.0021495097	0.044444088	0.015313649	0.93765974	0.00043298476	100	0.7
40168_T_F94519	0.006782928	0.00073632447	0.015780028	0.29161572	0.6850851	100	0.7
41813_T_F94516	3.7402468e-05	1.5428386e-05	0.0011123953	0.9882265	0.010608287	100	0.7
F138888	0.000956229	0.0043418347	0.43683392	0.48978773	0.06808034	100	0.7
F148364	0.0005638375	4.04125e-06	0.00023253716	0.13364029	0.86555934	100	0.7
F148365	0.0017521074	0.0006735465	0.02876049	0.7609386	0.20787528	100	0.7
F148367	0.0006374634	4.7372937e-06	0.00031449745	0.045165464	0.95387775	100	0.7
F148369	0.0057816715	0.109440364	0.0036848965	0.88087356	0.00021951958	100	0.7
F148370	0.005519946	0.0072423886	0.0055255024	0.9713836	0.010328645	100	0.7
F148374	0.0035331817	0.0006797424	0.047199525	0.18814287	0.76044464	100	0.7
F148375	1.3198887e-06	9.74566e-09	0.00046400394	0.041237183	0.95829743	100	0.7
F148376	0.10003401	0.075590745	0.04895679	0.62012076	0.15529768	100	0.7
F148377	0.001602037	0.008125088	0.0011671345	0.98864114	0.00046461387	100	0.7
32395_T_F112331-F94490	0.006766887	0.0032652512	0.0029620149	0.96343195	0.023573846	150	0.7
32655_T_F111504	0.02029841	0.025891213	0.024003044	0.8929962	0.036811143	150	0.7
33373_T_F94422	0.07272226	0.2101059	0.0016803569	0.7136357	0.0018558616	150	0.7
36067_T_F94494	0.002507692	0.05583768	0.016854733	0.9243875	0.0004123493	150	0.7
40168_T_F94519	0.0066309087	0.0009592066	0.029270915	0.2631981	0.69994086	150	0.7
41813_T_F94516	5.3122916e-05	2.1954893e-05	0.0018761922	0.9815031	0.016545491	150	0.7
F138888	0.0009774041	0.0042998497	0.4653993	0.45348814	0.07583539	150	0.7
F148364	0.00074436085	5.373869e-06	0.00024792645	0.12883975	0.87016267	150	0.7
F148365	0.0017061721	0.00051980995	0.02802785	0.6695924	0.30015382	150	0.7
F148367	0.00073175895	5.9382005e-06	0.0003303287	0.056635972	0.94229597	150	0.7
F148369	0.0050979573	0.10005376	0.004064651	0.89056426	0.00021941696	150	0.7
F148370	0.0062172418	0.0077831303	0.00657659	0.9666644	0.012758685	150	0.7
F148374	0.005509995	0.0022967171	0.11851165	0.30203092	0.5716507	150	0.7
F148375	1.3865504e-06	1.083272e-08	0.0005095241	0.039516013	0.9599731	150	0.7
F148376	0.106789656	0.07040931	0.045922942	0.5968157	0.18006231	150	0.7
F148377	0.0019461539	0.007684514	0.0010166749	0.98876137	0.000591283	150	0.7
32395_T_F112331-F94490	0.008699762	0.0041183983	0.0030678306	0.95947003	0.024643945	200	0.7
32655_T_F111504	0.020408843	0.023787912	0.023420772	0.88998777	0.042394698	200	0.7
33373_T_F94422	0.0950398	0.16999607	0.0016733397	0.7295957	0.0036950635	200	0.7
36067_T_F94494	0.0032325336	0.06455396	0.019833146	0.9118393	0.00054110796	200	0.7
40168_T_F94519	0.0068497406	0.00128203	0.043054126	0.26356098	0.6852531	200	0.7
41813_T_F94516	5.4146152e-05	2.4261564e-05	0.0025732915	0.9783344	0.019013846	200	0.7
F138888	0.0010811498	0.0045374646	0.46971694	0.44205528	0.08260917	200	0.7
F148364	0.00085000676	4.628792e-06	0.00015932322	0.14572984	0.8532563	200	0.7
F148365	0.0018079749	0.00050051545	0.031199357	0.5909678	0.37552437	200	0.7
F148367	0.0008057656	6.2426616e-06	0.0003010233	0.055843778	0.94304323	200	0.7
F148369	0.004397645	0.07725773	0.004678762	0.91339743	0.0002684839	200	0.7
F148370	0.0078944005	0.009271592	0.011284495	0.95105755	0.020491978	200	0.7
F148374	0.0035964355	0.0016917633	0.15176791	0.28630978	0.5566341	200	0.7
F148375	1.4474804e-06	1.0824151e-08	0.00047025218	0.0389687	0.96055955	200	0.7
F148376	0.11343919	0.06625502	0.031107048	0.6226159	0.16658282	200	0.7
F148377	0.0017727854	0.008073434	0.0009045923	0.9888209	0.0004282505	200	0.7
32395_T_F112331-F94490	0.0070335716	0.003985947	0.0049808184	0.9549979	0.029001774	250	0.7
32655_T_F111504	0.02279284	0.024911923	0.020963037	0.8862108	0.045121398	250	0.7
33373_T_F94422	0.13227184	0.15371197	0.0014809109	0.7062697	0.006265604	250	0.7
36067_T_F94494	0.003657401	0.083551235	0.017372398	0.895004	0.00041504775	250	0.7
40168_T_F94519	0.0062987963	0.0011986857	0.04175836	0.28796634	0.66277784	250	0.7
41813_T_F94516	5.4965265e-05	2.5911064e-05	0.0031551528	0.97573084	0.021033077	250	0.7
F138888	0.0010570807	0.0047074673	0.4723774	0.4446363	0.077221796	250	0.7
F148364	0.00059501047	2.187886e-06	9.636781e-05	0.061022412	0.9382839	250	0.7
F148365	0.000892657	0.0002381505	0.049688872	0.44606867	0.5031116	250	0.7
F148367	0.00095992716	6.872266e-06	0.0002594834	0.057052694	0.941721	250	0.7
F148369	0.0043836418	0.07579052	0.004909326	0.91462845	0.0002881017	250	0.7
F148370	0.009310787	0.010867665	0.013123766	0.9439803	0.022717457	250	0.7
F148374	0.0026865494	0.0016532011	0.16265754	0.4019068	0.43109593	250	0.7
F148375	1.9896872e-06	1.4050557e-08	0.00042768195	0.039627384	0.959943	250	0.7
F148376	0.10574527	0.057935342	0.025663787	0.65334344	0.15731221	250	0.7
F148377	0.0023274298	0.008218821	0.0009105051	0.9879077	0.00063557195	250	0.7
32395_T_F112331-F94490	0.0054919934	0.005749585	0.011339175	0.95167017	0.025749106	300	0.7
32655_T_F111504	0.023760177	0.027074018	0.02273617	0.87808853	0.048341155	300	0.7
33373_T_F94422	0.12180845	0.09712103	0.0012164264	0.7707168	0.0091372905	300	0.7
36067_T_F94494	0.003772133	0.08811488	0.018884055	0.88880265	0.00042630656	300	0.7
40168_T_F94519	0.00667671	0.0013450808	0.04548565	0.2956923	0.6508003	300	0.7
41813_T_F94516	5.8349808e-05	2.82838e-05	0.004974264	0.9666545	0.028284663	300	0.7
F138888	0.0011310144	0.005537971	0.46683788	0.45995864	0.06653446	300	0.7
F148364	0.00023735578	1.3767368e-06	0.00023648635	0.057139177	0.9423856	300	0.7
F148365	0.00093568483	0.00020315163	0.038111284	0.44575447	0.51499546	300	0.7
F148367	0.00092199456	6.947179e-06	0.00027160568	0.060449753	0.9383497	300	0.7
F148369	0.0036145002	0.06409913	0.0046025934	0.9274274	0.00025639788	300	0.7
F148370	0.009084785	0.010716724	0.011958535	0.9473346	0.02090544	300	0.7
F148374	0.0029884025	0.0015720981	0.13355891	0.42297652	0.4389041	300	0.7
F148375	2.8768402e-06	1.8686405e-08	0.0003710283	0.038555764	0.9610704	300	0.7
F148376	0.11510338	0.061399203	0.024467733	0.6391366	0.15989308	300	0.7
F148377	0.0028937561	0.00973984	0.0010177797	0.98560506	0.00074357045	300	0.7
32395_T_F112331-F94490	0.081109	0.04378158	0.003753628	0.8465695	0.024786295	0	1.0
32655_T_F111504	0.026400246	0.032622315	0.018956719	0.8933759	0.028644878	0	1.0
33373_T_F94422	0.071485594	0.21942425	0.0005733772	0.70782214	0.00069472624	0	1.0
36067_T_F94494	0.0016213238	0.015662005	0.0029070494	0.9794979	0.00031180846	0	1.0
40168_T_F94519	0.016634373	0.01583206	0.11731662	0.6486047	0.20161231	0	1.0
41813_T_F94516	4.174721e-05	7.518749e-05	0.0011995829	0.99729675	0.00138678	0	1.0
F138888	0.0010431326	0.01049035	0.74588764	0.2132857	0.02929323	0	1.0
F148364	0.00085004343	1.1592545e-05	0.00018807956	0.6167424	0.3822079	0	1.0
F148365	0.011096808	0.0013586391	0.003960421	0.6934027	0.29018143	0	1.0
F148367	0.00043133125	3.1412907e-05	0.0067286114	0.45772734	0.5350813	0	1.0
F148369	0.00040322865	0.005033535	0.00068190775	0.9937651	0.00011617072	0	1.0
F148370	0.0023511618	0.0040197736	0.0027353363	0.98791504	0.0029786893	0	1.0
F148374	0.0008675414	0.00023632223	0.025859168	0.66641384	0.30662307	0	1.0
F148375	6.807637e-06	6.274102e-08	0.00062451954	0.040459115	0.95890945	0	1.0
F148376	0.03950868	0.011496957	0.008889072	0.80912536	0.13097993	0	1.0
F148377	0.0004941492	0.00094370905	7.4485804e-05	0.99826944	0.00021826738	0	1.0
32395_T_F112331-F94490	0.0057401857	0.0026888293	0.0031911049	0.96138877	0.026991228	50	1.0
32655_T_F111504	0.0066741635	0.018603751	0.025301829	0.93783545	0.011584788	50	1.0
33373_T_F94422	0.07768466	0.33584356	0.0016299873	0.5837593	0.0010825424	50	1.0
36067_T_F94494	0.0015908226	0.020241616	0.0019184025	0.97607726	0.00017189996	50	1.0
40168_T_F94519	0.016493503	0.001112307	0.01154899	0.10693087	0.8639143	50	1.0
41813_T_F94516	1.6550597e-05	6.621105e-05	0.007423996	0.9904757	0.0020175655	50	1.0
F138888	0.0007137857	0.006382035	0.7986245	0.16139087	0.032888815	50	1.0
F148364	0.0010005113	7.044879e-06	0.0001191867	0.335426	0.6634473	50	1.0
F148365	0.0029354277	0.00035409504	0.0057130083	0.65836364	0.33263382	50	1.0
F148367	0.00046783194	3.6658457e-06	0.00028556254	0.08964962	0.9095932	50	1.0
F148369	0.00024415905	0.013101012	0.001215685	0.98541707	2.2099275e-05	50	1.0
F148370	0.0017654896	0.0071044546	0.0017541059	0.98870134	0.00067459233	50	1.0
F148374	0.00069380493	0.0005131528	0.28716612	0.2712766	0.4403503	50	1.0
F148375	1.0098515e-06	6.529089e-09	0.0003870393	0.04068184	0.9589301	50	1.0
F148376	0.088955574	0.048094727	0.05864512	0.56881607	0.23548858	50	1.0
F148377	0.00018665341	0.00036470185	0.0001702029	0.99895906	0.00031925892	50	1.0
32395_T_F112331-F94490	0.007955536	0.004356406	0.0044161547	0.95097464	0.032297354	100	1.0
32655_T_F111504	0.0069059925	0.009203873	0.0070211645	0.96541023	0.0114587145	100	1.0
33373_T_F94422	0.11558969	0.31242207	0.001247131	0.5690842	0.0016568183	100	1.0
36067_T_F94494	0.003194724	0.02467977	0.0035320525	0.9680825	0.0005109236	100	1.0
40168_T_F94519	0.01689516	0.0016195719	0.018375697	0.14229281	0.8208167	100	1.0
41813_T_F94516	1.2743321e-05	4.7412293e-05	0.004529972	0.99387884	0.0015310125	100	1.0
F138888	0.0006491115	0.00604571	0.8075682	0.15527935	0.030457668	100	1.0
F148364	0.0005266833	3.3151452e-06	0.00015296722	0.19919269	0.8001243	100	1.0
F148365	0.004272704	0.0005215689	0.006817143	0.5796738	0.4087147	100	1.0
F148367	0.00072427775	4.796771e-06	0.0002469204	0.0661634	0.9328607	100	1.0
F148369	0.00028845627	0.013157959	0.0014744973	0.98504734	3.1754e-05	100	1.0
F148370	0.0039759353	0.0091119325	0.0019173101	0.98335546	0.0016394337	100	1.0
F148374	0.00015868439	5.351858e-05	0.123566695	0.23102628	0.6451948	100	1.0
F148375	7.943598e-07	4.517225e-09	0.0003210317	0.03718166	0.96249646	100	1.0
F148376	0.09866144	0.051742844	0.048756193	0.5837256	0.21711394	100	1.0
F148377	0.0002381526	0.00043653007	0.00023352026	0.9986438	0.00044796927	100	1.0
32395_T_F112331-F94490	0.008168596	0.0041738753	0.003602148	0.956059	0.027996443	150	1.0
32655_T_F111504	0.011001816	0.008615144	0.0063256067	0.9505361	0.023521338	150	1.0
33373_T_F94422	0.09825463	0.38072035	0.002332312	0.51702803	0.0016646592	150	1.0
36067_T_F94494	0.0032867682	0.02925126	0.0024553007	0.9646894	0.00031732555	150	1.0
40168_T_F94519	0.020564508	0.0027042672	0.031159978	0.14882925	0.79674196	150	1.0
41813_T_F94516	1.7315306e-05	6.357349e-05	0.011819765	0.984686	0.0034132625	150	1.0
F138888	0.0005881474	0.0053411294	0.8156228	0.14669697	0.031751	150	1.0
F148364	0.00090028654	5.66479e-06	0.00012412142	0.22990803	0.7690619	150	1.0
F148365	0.004394797	0.00049940083	0.0070545827	0.4953402	0.49271098	150	1.0
F148367	0.00084954174	4.8825173e-06	0.00017435256	0.07665006	0.9223211	150	1.0
F148369	0.00025748162	0.012311505	0.0017623369	0.9856354	3.3181594e-05	150	1.0
F148370	0.0033293555	0.0062600127	0.0020024525	0.9861785	0.002229656	150	1.0
F148374	8.5045576e-05	0.00016795305	0.6323506	0.17925596	0.18814032	150	1.0
F148375	8.6215834e-07	5.4748677e-09	0.00038230565	0.03650699	0.96310973	150	1.0
F148376	0.10820171	0.046506193	0.041988604	0.5413939	0.26190966	150	1.0
F148377	0.0004204929	0.0008429093	0.0002593961	0.9980242	0.00045293017	150	1.0
32395_T_F112331-F94490	0.01443596	0.007606738	0.0036998268	0.94713116	0.027126253	200	1.0
32655_T_F111504	0.01066886	0.0069698566	0.006665618	0.9438052	0.03189035	200	1.0
33373_T_F94422	0.119251594	0.33978546	0.002477012	0.53581613	0.0026697523	200	1.0
36067_T_F94494	0.0041979244	0.033271324	0.0024496252	0.95970654	0.00037456304	200	1.0
40168_T_F94519	0.019203745	0.0032264711	0.045674913	0.14546195	0.7864329	200	1.0
41813_T_F94516	1.9464464e-05	7.312444e-05	0.01695519	0.97853094	0.0044213044	200	1.0
F138888	0.00063826	0.0054725385	0.80665356	0.15224023	0.034995407	200	1.0
F148364	0.00059661135	2.4519031e-06	9.616931e-05	0.1353433	0.86396146	200	1.0
F148365	0.0047392095	0.000531684	0.0067942813	0.49257094	0.49536383	200	1.0
F148367	0.00096259615	5.122348e-06	0.00015342061	0.07530954	0.9235694	200	1.0
F148369	0.00021968012	0.010153335	0.0017924281	0.9878011	3.3527496e-05	200	1.0
F148370	0.0041959914	0.007500708	0.0030687698	0.9819479	0.003286713	200	1.0
F148374	7.476411e-05	0.0001125837	0.5740668	0.16681232	0.25893345	200	1.0
F148375	9.1982355e-07	5.525174e-09	0.00034400373	0.036042824	0.96361226	200	1.0
F148376	0.11184531	0.04514425	0.030193059	0.57732165	0.2354957	200	1.0
F148377	0.0003499028	0.0009540588	0.0003129687	0.99804306	0.00034001473	200	1.0
32395_T_F112331-F94490	0.011355489	0.00719295	0.0044294056	0.95165104	0.02537116	250	1.0
32655_T_F111504	0.010948172	0.007953202	0.007812971	0.9396754	0.033610303	250	1.0
33373_T_F94422	0.16892855	0.34497368	0.0020063168	0.48048165	0.0036098277	250	1.0
36067_T_F94494	0.005155811	0.04318841	0.0025608477	0.9487258	0.0003691056	250	1.0
40168_T_F94519	0.018577168	0.003184928	0.046035476	0.15499191	0.77721053	250	1.0
41813_T_F94516	1.8139242e-05	7.333751e-05	0.023371931	0.9712809	0.005255752	250	1.0
F138888	0.0006224075	0.0058001676	0.79574835	0.16619846	0.031630594	250	1.0
F148364	0.00055081584	1.7851751e-06	7.128593e-05	0.079966195	0.91940993	250	1.0
F148365	0.0020045429	0.0002828197	0.016823994	0.33634552	0.64454305	250	1.0
F148367	0.000882459	3.985952e-06	0.00012442353	0.06413147	0.9348578	250	1.0
F148369	0.00021686587	0.010167595	0.0017728534	0.9878098	3.2858683e-05	250	1.0
F148370	0.004621872	0.008051591	0.0036756804	0.9798305	0.0038203152	250	1.0
F148374	4.7071702e-05	0.00010185237	0.67439574	0.15060654	0.17484877	250	1.0
F148375	1.3385624e-06	8.340121e-09	0.00036218806	0.03694743	0.962689	250	1.0
F148376	0.10505815	0.040423747	0.020413259	0.64549774	0.18860711	250	1.0
F148377	0.00038140835	0.0009475493	0.00028367413	0.998028	0.00035942643	250	1.0
32395_T_F112331-F94490	0.0069811973	0.007382128	0.011896041	0.9455983	0.02814237	300	1.0
32655_T_F111504	0.010432264	0.008896117	0.011020001	0.9324509	0.037200756	300	1.0
33373_T_F94422	0.14930028	0.24354422	0.0020446877	0.59991926	0.0051915837	300	1.0
36067_T_F94494	0.005030732	0.04304609	0.0023329065	0.94925624	0.00033391314	300	1.0
40168_T_F94519	0.019696336	0.003852222	0.05583305	0.16664344	0.753975	300	1.0
41813_T_F94516	1.7439117e-05	7.4376636e-05	0.034711644	0.9587547	0.006441785	300	1.0
F138888	0.00066558394	0.007010018	0.79014206	0.17597781	0.026204556	300	1.0
F148364	0.00019428766	8.049747e-07	0.00013532315	0.05382132	0.9458482	300	1.0
F148365	0.0011313614	0.00012678477	0.012567382	0.33131102	0.65486354	300	1.0
F148367	0.0010387155	5.110993e-06	0.00012520967	0.08573853	0.9130925	300	1.0
F148369	0.0002111989	0.010051355	0.0019265877	0.9877769	3.3980876e-05	300	1.0
F148370	0.004757083	0.0071027647	0.003268024	0.98051524	0.004356964	300	1.0
F148374	5.7560334e-05	0.00010875955	0.62326545	0.17500918	0.20155905	300	1.0
F148375	1.8118229e-06	1.05763345e-08	0.00032581383	0.035357036	0.96431535	300	1.0
F148376	0.11482495	0.04282253	0.018798398	0.6353054	0.18824871	300	1.0
F148377	0.0004233549	0.0010515153	0.0002870861	0.9978745	0.00036353886	300	1.0
32395_T_F112331-F94490	0.032182235	0.011199711	0.00084119034	0.93909204	0.016684815	0	2.0
32655_T_F111504	0.0087557575	0.016818194	0.08243173	0.8432891	0.048705265	0	2.0
33373_T_F94422	0.038953647	0.16451907	0.0028078074	0.7914489	0.0022705814	0	2.0
36067_T_F94494	0.00073293207	0.023257643	0.00028752896	0.97571146	1.0428243e-05	0	2.0
40168_T_F94519	0.0027802442	0.0069748345	0.6227152	0.15582888	0.21170084	0	2.0
41813_T_F94516	1.6870255e-06	6.736541e-06	0.007416262	0.98972833	0.002846959	0	2.0
F138888	0.00036834826	0.0024001522	0.890343	0.062137257	0.04475124	0	2.0
F148364	7.217814e-05	1.1312433e-06	0.001202204	0.10211764	0.89660686	0	2.0
F148365	0.0008736951	9.751319e-05	0.0017006935	0.8568086	0.14051948	0	2.0
F148367	0.00045724315	9.548272e-07	2.8108248e-05	0.23567796	0.76383567	0	2.0
F148369	9.265208e-06	0.000561746	0.00014306884	0.9992828	3.1142747e-06	0	2.0
F148370	0.00029768917	0.00039295774	7.294526e-05	0.99902904	0.00020733118	0	2.0
F148374	0.00036598917	0.0009953328	0.421885	0.49222767	0.08452597	0	2.0
F148375	2.9749654e-06	9.2450125e-10	2.921829e-06	0.013310757	0.9866833	0	2.0
F148376	0.03105909	0.03522672	0.12266429	0.6619183	0.14913164	0	2.0
F148377	8.8536464e-05	2.477568e-05	5.8261176e-06	0.99951947	0.00036143913	0	2.0
32395_T_F112331-F94490	0.0051589157	0.0012541169	0.0006069605	0.9730252	0.019954741	50	2.0
32655_T_F111504	0.0012399083	0.008597285	0.046406414	0.93887764	0.004878736	50	2.0
33373_T_F94422	0.037448395	0.14527507	0.0026572638	0.81222683	0.0023924534	50	2.0
36067_T_F94494	0.00042568057	0.03863411	0.00049837295	0.9604385	3.3940557e-06	50	2.0
40168_T_F94519	0.004588128	0.004839909	0.3258843	0.24644409	0.4182435	50	2.0
41813_T_F94516	9.4115495e-07	7.774887e-06	0.10837328	0.8830573	0.008560753	50	2.0
F138888	0.00014911091	0.0012502257	0.91477287	0.055434667	0.028393114	50	2.0
F148364	4.9271344e-05	1.4000956e-07	8.872395e-05	0.033132907	0.96672887	50	2.0
F148365	0.00029909657	3.0938285e-05	0.0032918719	0.77400804	0.22237001	50	2.0
F148367	0.00022450917	3.6577276e-07	2.8100809e-05	0.0375104	0.96223664	50	2.0
F148369	2.3098714e-06	0.00049497053	0.00040392383	0.9990978	9.298362e-07	50	2.0
F148370	0.00013022772	0.00024828443	0.0006393799	0.99820125	0.00078077236	50	2.0
F148374	0.00026672607	0.0008901339	0.7226541	0.18690698	0.089282006	50	2.0
F148375	1.3952371e-06	5.640249e-10	4.287898e-06	0.012652364	0.98734206	50	2.0
F148376	0.023929913	0.06647164	0.5131354	0.2798933	0.11656982	50	2.0
F148377	6.674598e-05	3.682967e-05	1.1413925e-05	0.99965465	0.00023038004	50	2.0
32395_T_F112331-F94490	0.0050899396	0.002489977	0.00079700234	0.98165864	0.009964365	100	2.0
32655_T_F111504	0.001009327	0.0049770637	0.025232509	0.96411705	0.004664042	100	2.0
33373_T_F94422	0.044203054	0.13274054	0.003697739	0.81528157	0.004077164	100	2.0
36067_T_F94494	0.0005468416	0.04378928	0.00080530933	0.9548531	5.510059e-06	100	2.0
40168_T_F94519	0.0024130424	0.0031182403	0.4021954	0.23552194	0.35675135	100	2.0
41813_T_F94516	1.0802439e-06	5.5072396e-06	0.060659423	0.92921746	0.010116539	100	2.0
F138888	0.00012833795	0.0012706142	0.9229135	0.053577274	0.022110302	100	2.0
F148364	3.1721236e-05	1.2489495e-07	0.00014818432	0.033373237	0.96644676	100	2.0
F148365	0.00032767464	2.3555534e-05	0.0064757313	0.42343304	0.56973994	100	2.0
F148367	0.000377145	3.716463e-07	1.4450333e-05	0.023654437	0.9759536	100	2.0
F148369	2.399649e-06	0.0006557324	0.0004454547	0.99889565	7.2635027e-07	100	2.0
F148370	0.00020458357	0.00025991522	0.0013965019	0.99551964	0.0026193603	100	2.0
F148374	0.00038821847	0.0005890459	0.4983783	0.27727345	0.22337104	100	2.0
F148375	1.0765762e-06	5.4842864e-10	6.355638e-06	0.012593345	0.9873992	100	2.0
F148376	0.02677447	0.08235616	0.4724515	0.31810397	0.10031386	100	2.0
F148377	8.555705e-05	3.5877365e-05	1.8120123e-05	0.9993832	0.00047720957	100	2.0
32395_T_F112331-F94490	0.004799627	0.003948986	0.0015106426	0.9816112	0.008129484	150	2.0
32655_T_F111504	0.0015840326	0.0050600027	0.026319772	0.9580186	0.0090176305	150	2.0
33373_T_F94422	0.031863935	0.12911616	0.006804792	0.8279272	0.0042878506	150	2.0
36067_T_F94494	0.00056679454	0.037442196	0.0007096424	0.9612749	6.448529e-06	150	2.0
40168_T_F94519	0.0027816663	0.0036166254	0.42932317	0.21153624	0.35274222	150	2.0
41813_T_F94516	1.551919e-06	8.458864e-06	0.11415939	0.87009054	0.015740061	150	2.0
F138888	0.00015415945	0.0013149227	0.91242874	0.058338217	0.027763965	150	2.0
F148364	6.787668e-05	2.515498e-07	0.00013005127	0.027873784	0.97192806	150	2.0
F148365	0.000483759	5.235655e-05	0.01108142	0.4630729	0.52530956	150	2.0
F148367	0.0003877417	3.6028294e-07	1.3155918e-05	0.02592969	0.97366905	150	2.0
F148369	5.5322366e-06	0.0012062124	0.00043084286	0.9983564	9.970973e-07	150	2.0
F148370	0.0005811208	0.00095214084	0.0020942993	0.9936667	0.002705757	150	2.0
F148374	0.00066382956	0.0015246894	0.6062095	0.25394014	0.13766183	150	2.0
F148375	1.227565e-06	7.233759e-10	7.898693e-06	0.012556745	0.9874342	150	2.0
F148376	0.031711306	0.077324584	0.44869852	0.30662507	0.1356405	150	2.0
F148377	9.485306e-05	4.5298988e-05	1.90804e-05	0.9993994	0.00044134544	150	2.0
32395_T_F112331-F94490	0.0068310914	0.005514312	0.001515142	0.97766453	0.008475004	200	2.0
32655_T_F111504	0.0020231192	0.0043225265	0.020684984	0.9601401	0.012829239	200	2.0
33373_T_F94422	0.03086859	0.12288401	0.00730951	0.8343962	0.004541713	200	2.0
36067_T_F94494	0.00090765324	0.046638582	0.0005266726	0.95191985	7.3237125e-06	200	2.0
40168_T_F94519	0.0022612964	0.0031730658	0.46408242	0.19522287	0.33526042	200	2.0
